Chemical Name,Chemical ID,CAS RN,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
Ampicillin,D000667,69-53-4,Acute Kidney Injury,MESH:D058186,marker/mechanism,AHSG|BAX|CP|EDN1|GSTM2|HEXB|HMOX1|HP|IL6|MAP1|MPO|NOS2|NQO1|OCLN|TLR4|TNF|VEGFA,19.06,17
"3-(4-dimethylamino-naphthalen-1-ylmethylene)-1,3-dihydro-indol-2-one",C441602,,Acute Kidney Injury,MESH:D058186,marker/mechanism,EGFR|GSK3B|HAVCR1|HMOX1|IL6|TNF|VEGFA,19.04,21
Diazoxide,D003981,364-98-7,Acute Kidney Injury,MESH:D058186,marker/mechanism,BAX|HMOX1|IL10|IL6|INS|NFKB1|NOS2|TGFB1|TNF|TP53,18.71,11
Acetaminophen,D000082,103-90-2,"Kidney Tubular Necrosis, Acute",MESH:D007683,marker/mechanism,CCT7|FABP1|POMC|PPARA|SOD2,18.16,30
Lithium,D008094,7439-93-2,Acute Kidney Injury,MESH:D058186,marker/mechanism,ATP5F1B|AVP|BAX|C3|CLU|GPNMB|GSK3B|GSTP1|HMOX1|HPX|IL10|IL6|KNG1|NFE2L2|NFKB1|NOS2|NOS3|NQO1|POMC|SOD1|TNF|TP53|TTR|VEGFA,17.90,30
cadmium acetate,C028031,543-90-8,Acute Kidney Injury,MESH:D058186,marker/mechanism,BAX|CYP3A23-3A1|EPHX2|HMOX1|HSPA1A|IL10|IL6|NFE2L2|NQO1|SIRT1|SOD1|TNF|TP53|VEGFA,17.86,16
Malondialdehyde,D008315,542-78-9,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|CP|EPO|HMOX1|NFE2L2|NOS2|SIRT1|SOD1|TGFB1|TNF|TP53,17.83,16
Colistin,D003091,1066-17-7,Acute Kidney Injury,MESH:D058186,marker/mechanism,BAX|HAVCR1|HMOX1|IL6|NFE2L2|TGFB1|TLR4|TNF|TP53,17.75,18
Wasp Venoms,D014862,,Acute Kidney Injury,MESH:D058186,marker/mechanism,BAX|HAVCR1|HEXB|IL6|LCN2|PPARG,17.72,16
Albuterol,D000420,18559-94-9,Acute Kidney Injury,MESH:D058186,marker/mechanism,BAX|CD44|G6PD|IGF1|IL10|IL6|INS|MPO|NOS2|TNF|TP53,17.49,13
Allopurinol,D000493,315-30-0,Acute Kidney Injury,MESH:D058186,marker/mechanism,A2M|ALB|BAX|CD44|GSTA1|HMOX1|IL6|LCN2|MPO|NOS2|NOS3|NQO1|SLC22A12|SPP1|TNF,17.30,18
Propofol,D015742,2078-54-8,Acute Kidney Injury,MESH:D058186,marker/mechanism,AVP|BAX|C3|EDN1|EGFR|GSK3B|HMOX1|IGF1|IL10|IL6|KNG1|LRG1|MIR146B|MIR3473|MIR99A|NOS2|NPPA|SIRT1|SOD1|TLR4|TNF|TP53|UGT1A9,17.30,29
Rosuvastatin Calcium,D000068718,,Acute Kidney Injury,MESH:D058186,marker/mechanism,BAX|C3|IL6|NFE2L2|NOS2|NOS3|ORM1|SOD1|TGFB1|TNF,17.25,10
lead nitrate,C017461,18256-98-9,Acute Kidney Injury,MESH:D058186,marker/mechanism,AHSG|ALB|BAX|EGFR|G6PD|GSK3B|GSTA1|GSTP1|HMOX1|IGFBP1|IL6|MIR122|NQO1|SOD1|TNF|TP53,16.90,20
Neomycin,D009355,1404-04-2,Acute Kidney Injury,MESH:D058186,marker/mechanism,AHSG|BAX|GSK3B|GSTM2|HEXB|HMOX1|HP|IL6|INS|MAP1|NOS2|OCLN|TLR4|TNF,16.88,16
Dimethylnitrosamine,D004128,62-75-9,Acute Kidney Injury,MESH:D058186,marker/mechanism,A2M|ALB|BAX|CD44|CYP3A23-3A1|FSTL1|GAS6|GC|GPNMB|HMOX1|HP|IGFBP1|IL10|IL6|LCN2|NFE2L2|NOS2|NOS3|NQO1|PPARG|SOD1|SPP1|TGFB1|TGFBR1|TLR4|TNF|TNFRSF12A|UGT2B|VEGFA,16.62,29
Fenofibrate,D011345,49562-28-9,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|BAX|CYP1B1|CYP2C19|CYP3A23-3A1|EDN1|EGFR|EPHX2|GSTM2|GSTP1|HMOX1|IL6|INS|NFE2L2|NFKB1|NOS2|NOS3|NPPA|PPARG|SIRT1|TGFB1|TLR4|TNF|TP53|UGT1A1|VEGFA,16.60,32
Ibuprofen,D007052,15687-27-1,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|AMBP|C3|CLU|CYP2C9|GAS6|GSTA1|GSTP1|HSPA1A|IGF1|IL10|IL6|MPO|NFE2L2|NFKB1|NOS2|NOS3|NQO1|POMC|PPARG|TGFB1|TNF|TP53|UGT1A1|UGT1A9|VEGFA,16.38,59
cylindrospermopsin,C089595,143545-90-8,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|BAX|C3|CYP1B1|CYP2C9|EDN1|EPHX2|GSTM2|HPX|HSPA1A|LRP2|NFE2L2|NFKB1|ORM1|PLG|SERPINA1|SOD1|TNF|TNFRSF12A|TP53|TTR|UGT1A1,16.17,19
Mefenamic Acid,D008528,61-68-7,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|BAX|CYP1B1|CYP2C19|CYP2C9|GSTA1|GSTP1|IL6|NQO1|SOD1,16.01,24
Oxalic Acid,D019815,144-62-7,Acute Kidney Injury,MESH:D058186,marker/mechanism,BAX|CD44|CYP2C9|SPP1|TGFB1|TGFBR1,15.30,7
Phenylephrine,D010656,59-42-7,Acute Kidney Injury,MESH:D058186,marker/mechanism,AVP|BAX|BDKRB2|CLU|EDN1|EGFR|EPHX2|GSK3B|IGF1|IL6|NOS2|NOS3|NPPA|OCLN|POMC|SPP1|TGFB1|TGFBR1|TNF|TNFRSF12A|VEGFA,14.96,29
"lipopolysaccharide, E coli O55-B5",C482199,,Acute Kidney Injury,MESH:D058186,marker/mechanism,AHSG|ATP5F1B|B2M|BAX|C3|CLU|EGFR|EPHX2|G6PD|GC|GPNMB|GSTM2|GSTP1|HBEGF|HMOX1|HSPA1A|IGF1|IGFBP1|IL10|IL6|INS|KNG1|LCN2|MIR25|MPO|NFE2L2|NFKB1|NOS2|NOS3|NQO1|OCLN|ORM1|PPARG|SIRT1|SOD1|SPP1|TF|TGFB1|TLR2|TLR4|TNF|UGT1A1|VEGFA,14.86,42
Celecoxib,D000068579,,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|BAX|CCR5|CYP2C9|EGFR|GSK3B|GSTP1|HMOX1|IL10|IL6|MPO|NFKB1|NOS2|POMC|PPARG|SOD1|SPP1|TGFB1|TNF|TP53|VEGFA,14.83,29
pyrene,C030984,129-00-0,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|BAX|CYP1B1|CYP2C9|CYP3A23-3A1|GSTA1|GSTP1|HSPA1A|IL6|NFE2L2|NQO1|PPARG|TF|TNF|UGT1A1,14.82,18
Metoprolol,D008790,37350-58-6,Acute Kidney Injury,MESH:D058186,marker/mechanism,CYP2D6|EDN1|G6PD|HMOX1|IL6|NOS2|NOS3|NPPA|SPP1|TGFB1|TNF|VEGFA,14.77,19
Isoflurane,D007530,26675-46-7,Acute Kidney Injury,MESH:D058186,marker/mechanism,AVP|BAX|HMOX1|IGF1|IL6|MIR140|MPO|NFE2L2|NFKB1|NOS2|NOS3|NQO1|SOD1|TNF|TP53,14.59,16
2-anisidine,C003898,90-04-0,Acute Kidney Injury,MESH:D058186,marker/mechanism,CYP2D6|IL6|MPO|NFKB1|NOS2|NQO1|TLR2|TLR4|TNF,14.36,9
Indican,D007200,487-94-5,Acute Kidney Injury,MESH:D058186,marker/mechanism,CYP1B1|EPO|HMOX1|IL6|NPPA|NQO1|SOD1|UGT1A1,14.19,12
Thallium,D013793,7440-28-0,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|CLU|HAVCR1|LCN2|NOS2|SLC22A12|SOD1|SPP1,14.19,17
Bisoprolol,D017298,66722-44-9,Acute Kidney Injury,MESH:D058186,marker/mechanism,HMOX1|IL10|IL6|INS|NFE2L2|TLR4|TNF,14.15,9
iodixanol,C044834,92339-11-2,Acute Kidney Injury,MESH:D058186,marker/mechanism,EDN1|HAVCR1|HEXB|HMOX1|NOS2|VEGFA,13.96,21
Puromycin,D011691,53-79-2,Acute Kidney Injury,MESH:D058186,marker/mechanism,BAX|HMOX1|MIR122|MIR143|MIR335|MIR3473|VEGFA,13.92,7
Nitroglycerin,D005996,55-63-0,Acute Kidney Injury,MESH:D058186,marker/mechanism,B2M|C3|CLU|CP|EDN1|GSTM2|HMOX1|IL6|MPO|NOS2|NOS3|TNF|UOX,13.91,15
Amiloride,D000584,2609-46-3,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|CYP1B1|IFNA2|KLK1|NFKB1|NOS2|PLG|TNF|VEGFA,13.75,15
cyanuric acid,C004632,108-80-5,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|CLU|HAVCR1|LCN2|SPP1,13.75,16
Atazanavir Sulfate,D000069446,,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|CYP2C19|CYP2C9|GSTA1|HMOX1|HPX|IGFBP1|IL6|TLR4|UGT1A1,13.74,11
Ketoprofen,D007660,22071-15-4,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|CYP2C9|IL10|IL6|MPO|TNF|UGT1A1|UGT1A9,13.72,17
Phenytoin,D010672,57-41-0,Acute Kidney Injury,MESH:D058186,marker/mechanism,BAX|CP|CYP1B1|CYP2C19|CYP2C9|CYP2D6|CYP3A23-3A1|EPHX2|GSTA1|GSTM2|HMOX1|IGF1|IL6|INS|NFKB1|NOS2|NQO1|TGFB1|TLR2|TLR4|TNF|TP53|UGT1A1,13.70,21
Phenylbutazone,D010653,50-33-9,Acute Kidney Injury,MESH:D058186,marker/mechanism,CYP2C9|GSTP1|HAVCR1|MPO|NFKB1|SLC22A12|SOD1|TNF|UGT1A1,13.61,22
Imatinib Mesylate,D000068877,,Acute Kidney Injury,MESH:D058186,marker/mechanism,BAX|CYP1B1|GSK3B|HMOX1|IGF1|IL6|NFE2L2|NFKB1|PPARG|TGFB1|TNF|TP53|VEGFA,13.50,18
Terbutaline,D013726,23031-25-6,Acute Kidney Injury,MESH:D058186,marker/mechanism,AHSG|ALB|G6PD|IL10|IL6|INS|MPO|NFKB1|TNF,13.46,14
Edetic Acid,D004492,60-00-4,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|CP|IL6|PLG|SOD1|TNF|TP53|VEGFA,13.29,12
Carboplatin,D016190,41575-94-4,Acute Kidney Injury,MESH:D058186,marker/mechanism,BAX|CD44|CLU|EPO|GSTP1|HMOX1|HSPA1A|IL6|MPO|NFKB1|NQO1|SOD1|TNF|TP53,13.22,27
Auranofin,D001310,34031-32-8,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|BAX|HMOX1|IL6|NFE2L2|SOD1|TLR4|TNF,13.20,12
Urea,D014508,57-13-6,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|AVP|B2M|EPHX2|HMOX1|TTR,13.04,10
Antimony,D000965,7440-36-0,Acute Kidney Injury,MESH:D058186,marker/mechanism,A2M|BAX|HAVCR1|HMOX1|IL6|MCOLN1|NOS2|PPARG|SOD1|TNF,12.98,19
adefovir dipivoxil,C106812,142340-99-6,Acute Kidney Injury,MESH:D058186,marker/mechanism,BAX|CYP1B1|CYP2C9|HMOX1|LCN2|NOS2|NQO1|PPARG|TP53,12.86,14
Atorvastatin,D000069059,,Acute Kidney Injury,MESH:D058186,marker/mechanism,BAX|C3|CCR5|CCT7|CYP3A23-3A1|EDN1|EGFR|HBEGF|HMOX1|HSPA1A|IL6|INS|LCN2|LRP2|MIR146B|MPO|NFE2L2|NFKB1|NOS2|NOS3|NPPA|POMC|PPARG|SIRT1|SLC11A1|SOD1|SPP1|TGFB1|TLR2|TLR4|TNF|TP53,12.78,33
"amphotericin B, deoxycholate drug combination",C059765,87687-70-5,Acute Kidney Injury,MESH:D058186,marker/mechanism,A2M|ALB|C3|CCR5|CD44|CLU|CP|HAVCR1|IL6|LCN2|LRG1|MUG1|SPP1|TNF|TNFRSF12A|TTR,12.71,24
Methotrexate,D008727,59-05-2,Acute Kidney Injury,MESH:D058186,marker/mechanism,AHSG|ALB|AMN|AVP|BAX|C3|CST3|CYP2C9|CYP3A23-3A1|EDN1|EGFR|EPO|FSTL1|G6PD|GFER|GSK3B|GSTA1|HMOX1|HSPA1A|IFI35|IL10|IL6|INS|KLK1|KNG1|LCN2|LRP2|MIR25|MIR26A1|MPO|MTHFR|NFE2L2|NFKB1|NOS2|NOS3|NPPA|NQO1|OCLN|ORM1|PPARG|SIRT1|SLC11A1|SOD1|SPP1|TGFB1|TLR2|TLR4|TNF|TNFRSF12A|TP53|TTR|UGT1A1|UGT1A9|VEGFA,12.63,101
Aristolochic Acids,D034341,,Acute Kidney Injury,MESH:D058186,marker/mechanism,EPO|HMOX1|IGFBP1|NFE2L2|NQO1|TGFB1|TNF|TP53,12.13,12
Folic Acid,D005492,59-30-3,"Kidney Tubular Necrosis, Acute",MESH:D007683,marker/mechanism,CCT7|FABP1|PPARA|SOD2,12.04,8
Etoposide,D005047,33419-42-0,Acute Kidney Injury,MESH:D058186,marker/mechanism,BAX|CD44|EDN1|EGFR|EPO|GPNMB|GSK3B|GSTP1|HBEGF|IL6|LCN2|MPO|NFE2L2|NFKB1|NOS2|NQO1|SPP1|TFF3|TNF|TNFRSF12A|TP53|UGT1A1|VEGFA,12.01,27
Ticlopidine,D013988,55142-85-3,Acute Kidney Injury,MESH:D058186,marker/mechanism,CYP1B1|CYP2C19|CYP2C9|CYP2D6|HMOX1|MPO|UGT1A1|VEGFA,11.99,8
Gemfibrozil,D015248,25812-30-0,Acute Kidney Injury,MESH:D058186,marker/mechanism,CYP2C9|EPHX2|IL10|IL6|LCN2|NOS2|PPARG|TNF|UGT1A1,11.95,22
Halothane,D006221,151-67-7,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|BAX|HMOX1|IL6|MPO|NOS2|POMC|TLR4|TNF,11.89,23
Atenolol,D001262,29122-68-7,Acute Kidney Injury,MESH:D058186,marker/mechanism,B2M|BDKRB2|EDN1|EGFR|G6PD|INS|NOS2|NPPA|SOD1,11.84,15
Air Pollutants,D000393,,Acute Kidney Injury,MESH:D058186,marker/mechanism,A2M|ALB|ATP5F1B|AVP|B2M|BAX|BDKRB2|C3|CCR5|CCT7|CD44|CLU|CP|CYP1B1|CYP2C19|CYP2D6|EDN1|EGFR|EPHX2|FSTL1|GAS6|GPNMB|GSK3B|GSTA1|GSTM2|GSTP1|HAVCR1|HBEGF|HBG2|HEXB|HMOX1|HP|HPX|HSPA1A|IFI35|IGF1|IGFBP1|IL10|IL6|LCN2|LRG1|LRP2|MCOLN1|MIR122|MIR140|MIR143|MIR146B|MIR151|MIR152|MIR215|MIR23A|MIR30A|MIR30D|MIR486|MIRLET7I|MPO|MTHFR|NFE2L2|NFKB1|NOS2|NOS3|NPPA|NQO1|OCLN|ORM1|POMC|PPARG|RAPGEF3|SERPINA1|SIRT1|SLC11A1|SOD1|SPP1|TF|TFF3|TGFB1|TGFBR1|TLR2|TLR4|TNF|TNFRSF12A|TP53|TTR|UGT1A9|VEGFA|ZNF644,11.77,64
Phenol,D019800,108-95-2,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|HAVCR1|HMOX1|IL6|MIR215|MPO|NFKB1|NQO1|PPARG|SIRT1|TNF,11.62,23
Amiodarone,D000638,1951-25-3,Acute Kidney Injury,MESH:D058186,marker/mechanism,AFM|ALB|ATP5F1B|BAX|CP|CYP1B1|CYP2C19|CYP2C9|CYP2D6|CYP3A23-3A1|EGFR|G6PD|GC|GSK3B|GSTP1|HEXB|HMOX1|HPX|IGF1|IGFBP1|IL10|IL6|INS|MPO|NFE2L2|NFKB1|NOS3|NPPA|NQO1|PLG|PPARG|SERPINA1|SOD1|TF|TFF3|TGFB1|TLR4|TNF|TP53|UGT1A1|VEGFA,11.59,41
alfacalcidol,C008088,41294-56-8,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|CYP2D6|SOD1|TGFB1|TLR2|TNF,11.54,11
Chlorpromazine,D002746,50-53-3,Acute Kidney Injury,MESH:D058186,marker/mechanism,AVP|C3|CD44|CYP1B1|CYP2C19|CYP2C9|CYP2D6|G6PD|GPNMB|GSTA1|GSTP1|HMOX1|HPX|IGFBP1|IL6|KNG1|NFE2L2|ORM1|PPARG|SOD1|SPP1|TF|TNF|TP53|VEGFA,11.52,24
Sertraline,D020280,79617-96-2,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|CYP2C19|CYP2C9|CYP2D6|EGFR|HSPA1A|INS|NFE2L2|NFKB1|PPARG|TNF,11.42,17
Tretinoin,D014212,302-79-4,"Kidney Tubular Necrosis, Acute",MESH:D007683,marker/mechanism,CCT7|POMC|PPARA|SOD2,11.40,6
Fluconazole,D015725,86386-73-4,Acute Kidney Injury,MESH:D058186,marker/mechanism,CYP2C19|CYP2C9|CYP3A23-3A1|LCN2|MPO|NPPA|PPARG|UGT1A9,11.34,12
Diquat,D004178,2764-72-9,Acute Kidney Injury,MESH:D058186,marker/mechanism,AHSG|BAX|BDKRB2|C3|CD44|G6PD|GC|GSTA1|GSTM2|GSTP1|HMOX1|HSPA1A|IGF1|IGFBP1|IL6|LCN2|LRG1|MPO|NFE2L2|NFKB1|NOS2|NQO1|OCLN|SOD1|TLR4|TNF|TNFRSF12A|TP53|UGT1A1|UGT1A9,11.33,25
colistinmethanesulfonic acid,C004691,12705-41-8,Acute Kidney Injury,MESH:D058186,marker/mechanism,GPNMB|GSTA1|GSTM2|GSTP1|HAVCR1|LCN2|SPP1|TLR4|TNF,11.25,18
Vanadium,D014639,7440-62-2,Acute Kidney Injury,MESH:D058186,marker/mechanism,ATP5F1B|CLU|CYP1B1|HSPA1A|IL10|IL6|NOS2|NOS3|NQO1|TNF|TP53,11.23,18
Diatrizoate Meglumine,D003974,,Acute Kidney Injury,MESH:D058186,marker/mechanism,BAX|HAVCR1|HMOX1|IL6|NFE2L2|TP53,11.13,18
Gadolinium,D005682,7440-54-2,Acute Kidney Injury,MESH:D058186,marker/mechanism,BAX|IL6|NFE2L2|NFKB1|SPP1|TGFB1,11.03,7
thallium sulfate,C013707,10031-59-1,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|CLU|HAVCR1|HMOX1|LCN2|SLC22A12|SPP1,11.02,17
Pyrimethamine,D011739,58-14-0,Acute Kidney Injury,MESH:D058186,marker/mechanism,CYP2C9|GSTP1|HEXB|IL6|NOS2|SOD1,10.85,7
gadodiamide,C064925,,Acute Kidney Injury,MESH:D058186,marker/mechanism,IL6|NOS2|PPARG|SPP1|TGFB1|VEGFA,10.84,10
Warfarin,D014859,81-81-2,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|CLU|CYP1B1|CYP2C19|CYP2C9|CYP2D6|GAS6|GSK3B|HEXB|HMOX1|HP|IL6|MPO|MTHFR|NQO1|ORM1|SPP1|TNF|TP53|UGT1A1|UGT1A9|UOX|VEGFA,10.81,31
Ethanol,D000431,64-17-5,"Kidney Tubular Necrosis, Acute",MESH:D007683,marker/mechanism,FABP1|POMC|PPARA|SOD2,10.81,6
Arsenic Trioxide,D000077237,1327-53-3,Acute Kidney Injury,MESH:D058186,marker/mechanism,A2M|ALB|AMBP|BAX|BDKRB2|C3|CCT7|CD44|CLU|CP|CST3|CYP1B1|CYP2D6|EDN1|EGFR|EPHX2|G6PD|GPNMB|GSK3B|GSTA1|GSTP1|HAVCR1|HBEGF|HIPK1|HMOX1|HSPA1A|IFNA2|IGF1|IGFBP1|IL10|IL6|INS|LCN2|MIR10A|MIR122|MIR140|MIR143|MIR146B|MIR148A|MIR215|MIR23A|MIR30A|MIR335|MPO|NFE2L2|NFKB1|NOS2|NOS3|NQO1|OCLN|PLG|PPARG|RAPGEF3|SERPINA1|SIRT1|SLC11A1|SOD1|SPP1|TF|TFF3|TGFB1|TLR2|TLR4|TNF|TNFRSF12A|TP53|UGT1A9|VEGFA|ZNF644,10.72,52
Pantoprazole,D000077402,102625-70-7,Acute Kidney Injury,MESH:D058186,marker/mechanism,CYP2C19|CYP2C9|MPO|PPARG|TGFB1|UGT1A1,10.67,8
fluorotelomer alcohols,C033729,,Acute Kidney Injury,MESH:D058186,marker/mechanism,GSTP1|IGFBP1|IL6|NFKB1|NQO1|TNF,10.66,8
Cisplatin,D002945,15663-27-1,"Kidney Tubular Necrosis, Acute",MESH:D007683,marker/mechanism,FABP1|POMC|PPARA|SOD2,10.52,17
Lisinopril,D017706,83915-83-7,Acute Kidney Injury,MESH:D058186,marker/mechanism,EDN1|HAVCR1|IGFBP1|MPO|NOS2|NPPA|VEGFA,10.40,24
Propylene Glycol,D019946,57-55-6,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|GSTP1|IL6|SOD1|TF|TGFB1,10.23,8
Diflunisal,D004061,22494-42-4,Acute Kidney Injury,MESH:D058186,marker/mechanism,IL6|NOS2|TNF|TTR|UGT1A1,10.09,10
IMM 125,C082770,,Acute Kidney Injury,MESH:D058186,marker/mechanism,C3|HAVCR1|HMOX1|LCN2,10.03,13
Zoledronic Acid,D000077211,,Acute Kidney Injury,MESH:D058186,marker/mechanism,AHSG|ALB|BAX|C3|CD44|CP|CST3|CYP1B1|CYP2C9|EDN1|EPHX2|FSTL1|GC|GPNMB|HAVCR1|HMOX1|IGF1|IL10|IL6|LCN2|LRG1|NFE2L2|NOS2|NQO1|PPARG|SERPINA1|TGFB1|TNF|TNFRSF12A|TP53|VEGFA|ZNF644,9.94,35
aristolochic acid I,C000228,313-67-7,"Kidney Tubular Necrosis, Acute",MESH:D007683,marker/mechanism,PPARA|SOD2,9.91,3
Cadmium Chloride,D019256,10108-64-2,Acute Kidney Injury,MESH:D058186,marker/mechanism,A2M|AFM|AHSG|ALB|AMBP|AMN|ATP5F1B|AVP|B2M|BAX|BDKRB2|C3|CCR5|CCT7|CD44|CLU|CP|CST3|CYP1B1|CYP2C19|CYP2C9|CYP2D6|CYP3A23-3A1|EDN1|EGFR|EPHX2|EPO|FSTL1|G6PD|GAS6|GC|GPNMB|GSK3B|GSTA1|GSTM2|GSTP1|HAVCR1|HBEGF|HEXB|HIPK1|HMOX1|HPX|HSPA1A|IGF1|IGFBP1|IL10|IL6|INS|KNG1|LCN2|LRG1|LRP2|MCOLN1|MIR10A|MIR122|MIR140|MIR143|MIR146B|MIR148A|MIR151|MIR152|MIR23A|MIR25|MIR30A|MIR30D|MIR335|MIRLET7I|MPO|MTHFR|MUG1|NFE2L2|NFKB1|NOS2|NOS3|NPPA|NQO1|OCLN|ORM1|PLG|POMC|PPARG|RUP2|SERPINA1|SIRT1|SLC11A1|SLC22A12|SOD1|SPP1|TF|TFF3|TGFB1|TGFBR1|TLR2|TLR4|TNF|TNFRSF12A|TP53|TTR|UGT1A1|UGT2B|VEGFA|ZNF644,9.89,77
Angiotensin-Converting Enzyme Inhibitors,D000806,,Acute Kidney Injury,MESH:D058186,marker/mechanism,AVP|BAX|EDN1|EPO|GAS6|KNG1|NPPA|TGFB1,9.73,25
Fluorouracil,D005472,51-21-8,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|BAX|BDKRB2|CD44|CP|EDN1|EGFR|EPO|GSK3B|GSTP1|HMOX1|HPX|IFI35|IFNA2|IGF1|IL10|IL6|KNG1|MPO|MTHFR|NFE2L2|NFKB1|NOS2|NOS3|NPPA|NQO1|PPARG|SOD1|TGFB1|TLR4|TNF|TP53|UGT1A1|VEGFA,9.72,39
Paraquat,D010269,4685-14-7,Acute Kidney Injury,MESH:D058186,marker/mechanism,AFM|AHSG|ALB|AMBP|AMN|AVP|BAX|C3|CD44|CES1C|CLU|CP|CYP1B1|EDN1|EGFR|EPHX2|EPO|FSTL1|G6PD|GAS6|GFER|GPNMB|GSK3B|GSTA1|GSTM2|GSTP1|HAVCR1|HBEGF|HMOX1|HP|HPX|HSPA1A|IGF1|IGFBP1|IL10|IL20|IL6|KNG1|LCN2|LRG1|LRP2|MIR10A|MIR122|MIR140|MIR23A|MIR25|MIRLET7I|MPO|MTHFR|MUG1|NFE2L2|NFKB1|NOS2|NOS3|NQO1|OCLN|PLG|PPARG|SIRT1|SLC11A1|SOD1|SPP1|TF|TGFB1|TGFBR1|TLR2|TLR4|TNF|TNFRSF12A|TP53|TTR|UOX|VEGFA,9.69,63
Cimetidine,D002927,51481-61-9,Acute Kidney Injury,MESH:D058186,marker/mechanism,BAX|CST3|CYP2C9|CYP2D6|EGFR|GSTP1|HMOX1|NFKB1|NPPA|TNF,9.68,18
Stavudine,D018119,3056-17-5,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|GSTA1|GSTP1|IGFBP1|IL6|PPARG|TNF,9.61,12
Primaquine,D011319,90-34-6,Acute Kidney Injury,MESH:D058186,marker/mechanism,CYP1B1|CYP2D6|EGFR|G6PD|HBG2,9.42,9
Glyphosate,D000097797,,Acute Kidney Injury,MESH:D058186,marker/mechanism,AHSG|ALB|ATP5F1B|B2M|BAX|C3|CCR5|CD44|CLU|CP|CST3|CYP1B1|CYP2C9|CYP2D6|EDN1|EGFR|EPHX2|EPO|FSTL1|G6PD|GC|GPNMB|GSTA1|GSTM2|HAVCR1|HEXB|HMOX1|HPX|HSPA1A|IGF1|IGFBP1|IL10|IL6|INS|KLK1|LRG1|MIR122|MIR143|MIR192|MIR486|MIR99A|NFE2L2|NFKB1|NOS2|NQO1|OCLN|PLG|PPARG|RAPGEF3|SERPINA1|SIRT1|SLC22A12|SOD1|SPP1|TF|TGFB1|TGFBR1|TNF|TP53|TTR|UGT1A9|UOX|VEGFA,9.29,55
N-acetyl-4-benzoquinoneimine,C028473,50700-49-7,Acute Kidney Injury,MESH:D058186,marker/mechanism,CYP2D6|GSTP1|NFE2L2|NQO1|SOD1|TGFB1,9.14,7
Maneb,D008344,12427-38-2,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|AMN|BAX|CLU|CYP2C19|GAS6|GSK3B|GSTP1|HMOX1|IGF1|IL6|MTHFR|NFE2L2|NFKB1|NOS2|NQO1|SIRT1|SOD1|SPP1|TGFB1|TNF|VEGFA,9.06,29
Sulindac,D013467,38194-50-2,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|BAX|CLU|CYP1B1|GSK3B|GSTM2|HMOX1|IL6|MUG1|NFKB1|NQO1|SIRT1|SOD1|TGFB1|TLR2|TNF|TP53|UGT1A1,9.02,22
Methadone,D008691,76-99-3,Acute Kidney Injury,MESH:D058186,marker/mechanism,BAX|CYP2D6|IL10|IL6|INS|TLR4|TNF|UGT2B,8.94,10
Alcohols,D000438,,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|BAX|CP|NFE2L2|NOS3|TF|TNF,8.78,11
Digoxin,D004077,20830-75-5,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|G6PD|INS|NOS3|NPPA|TNF|TTR|VEGFA,8.74,17
Amitriptyline,D000639,50-48-6,Acute Kidney Injury,MESH:D058186,marker/mechanism,BAX|CYP2C19|CYP2C9|CYP2D6|CYP3A23-3A1|GSTP1|IL10|IL6|NOS2|SOD1|UGT1A1|VEGFA,8.65,10
Zidovudine,D015215,30516-87-1,Acute Kidney Injury,MESH:D058186,marker/mechanism,ALB|CCR5|CD44|CYP1B1|EDN1|EPO|HMOX1|IFI35|IL10|IL6|NFE2L2|NOS3|NPPA|NQO1|PPARG|TNF|TP53,8.50,25
